Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
22/07/2016,SydneyAirport,12.1,27,0.8,0.2,7.4,NW,59,N,NNW,24,31,64,42,1008.6,1000.5,6,4,19.6,26.6,No,Yes
23/07/2016,SydneyAirport,14.8,18.7,4,7.6,10,WNW,70,W,WNW,44,37,28,26,1004.2,1004.1,1,1,15.4,17.6,Yes,No
24/07/2016,SydneyAirport,7,15.3,0,4,5.4,WNW,41,WNW,NNW,20,20,50,29,1015.8,1012,7,2,8.8,15,No,No
25/07/2016,SydneyAirport,7.4,18.8,0,4,9.9,WNW,52,NW,WNW,28,24,40,25,1012.4,1011.5,1,1,13.8,17.5,No,No
26/07/2016,SydneyAirport,9.2,18.7,0,4.8,9.9,WNW,46,N,E,13,20,40,43,1014.6,1012.9,1,1,15.8,17.1,No,No
27/07/2016,SydneyAirport,10.9,19.6,0,5.4,10.1,WNW,61,NW,W,24,33,44,33,1012,1013.4,2,3,15.8,17.7,No,No
28/07/2016,SydneyAirport,7.9,20.4,0,4,10.1,WSW,50,WSW,NW,20,13,48,30,1024,1020.3,1,0,12.7,19.5,No,No
29/07/2016,SydneyAirport,7.3,19.7,0,4,10.1,WSW,52,WNW,WNW,24,20,54,28,1022.9,1017.8,1,2,11,19.1,No,No
30/07/2016,SydneyAirport,8.3,18.4,0,4.2,10,WNW,35,WNW,SSE,17,15,53,57,1023,1020.2,1,3,12.6,16.5,No,No
31/07/2016,SydneyAirport,10.7,21,0,2.8,3.2,NW,28,WNW,NW,9,11,76,34,1017.9,1015,7,2,12,20.5,No,No
01/07/2016,WaggaWagga,5.9,11.1,8.6,1.2,NA,WNW,39,SW,SW,15,17,95,74,1018.7,1021.4,8,8,7.1,10.4,Yes,No
02/07/2016,WaggaWagga,7,12.3,0.2,NA,NA,W,28,N,WSW,9,13,89,81,1028.1,1026.4,8,7,8.3,11.8,No,No
03/07/2016,WaggaWagga,5.2,12,0.2,NA,NA,WSW,28,NA,NW,0,17,99,84,1027.8,1024.8,7,4,8.4,11.6,No,No
04/07/2016,WaggaWagga,5.2,12.4,0,2,NA,ESE,20,ENE,ENE,9,13,94,67,1021.1,1016.3,8,7,7.6,11.2,No,Yes
05/07/2016,WaggaWagga,7.6,10.2,3.4,1.8,NA,WSW,33,E,ESE,15,7,93,93,1010.4,1007.6,8,8,8,9.8,Yes,Yes
06/07/2016,WaggaWagga,8,14.9,10.8,0.4,NA,WSW,44,WSW,WSW,13,30,89,69,1010.4,1009.8,7,8,8.8,14.2,Yes,No
07/07/2016,WaggaWagga,3.3,17.4,0,1.2,NA,SSE,24,NA,SE,0,17,79,43,1020,1018.9,7,7,10.3,16.6,No,Yes
08/07/2016,WaggaWagga,9,12,11.8,2.6,NA,SE,30,ESE,WSW,20,9,95,95,1022,1020.2,8,8,9.2,11,Yes,Yes
09/07/2016,WaggaWagga,9.2,14.2,6.8,NA,NA,E,15,NA,SSE,0,2,96,72,1024.9,1022.9,8,8,10.5,13.9,Yes,No
10/07/2016,WaggaWagga,6,14.2,0,NA,NA,NNE,35,ENE,N,15,11,83,67,1023.8,1019.4,8,8,10.3,14,No,Yes
11/07/2016,WaggaWagga,10.3,16,9,3,NA,N,39,N,NW,17,20,79,42,1011.5,1009.2,8,NA,12.2,15.6,Yes,No
12/07/2016,WaggaWagga,4.7,14.1,0,1.6,NA,WNW,67,N,WNW,17,44,82,52,1010,1006.4,8,2,8.3,12.8,No,No
13/07/2016,WaggaWagga,3.9,8.9,1,3.2,NA,W,67,W,W,35,24,77,58,1020.8,1024.4,8,8,4.6,8,No,No
14/07/2016,WaggaWagga,-1,10.7,0,1.2,NA,WSW,30,NA,WSW,0,17,93,68,1032.9,1030.4,NA,8,2.9,9.6,No,No
15/07/2016,WaggaWagga,2.9,12.7,0,1.2,NA,SW,33,NW,S,7,19,88,64,1032.9,1029.8,8,1,7.8,11.1,No,No
16/07/2016,WaggaWagga,0.7,15.8,0,NA,NA,SE,17,ESE,SSW,9,7,88,54,1033,1029.4,NA,NA,5.9,14.6,No,No
17/07/2016,WaggaWagga,1.6,17.1,0,NA,NA,ENE,20,E,ENE,13,11,81,52,1031.1,1026.9,NA,NA,8.1,17,No,No
18/07/2016,WaggaWagga,4.3,16,0,3.4,NA,E,17,E,SE,11,7,83,75,1026.3,1023.1,NA,8,8.9,15.4,No,Yes
19/07/2016,WaggaWagga,8.9,16.3,8,0.4,NA,SSE,17,NE,SW,7,7,97,86,1022.8,1020.9,7,8,14,16.1,Yes,Yes
20/07/2016,WaggaWagga,12,17,1.8,1,NA,ENE,20,S,SSE,6,13,96,78,1020.7,1019.4,7,8,13.1,16.6,Yes,No
21/07/2016,WaggaWagga,7.4,16.2,0,0.6,NA,ENE,20,E,E,9,9,90,88,1019.4,1015.8,8,8,11,15,No,Yes
22/07/2016,WaggaWagga,10.4,19.9,9,1,NA,W,65,NNW,WNW,26,33,93,84,1006.3,999.5,8,8,16.1,18.4,Yes,Yes
23/07/2016,WaggaWagga,7.1,10.9,6,3,NA,W,72,W,WSW,24,28,93,46,1006.8,1010.3,8,3,7.4,10.2,Yes,No
24/07/2016,WaggaWagga,-1.1,10.4,0.2,NA,NA,WNW,41,ESE,NNE,2,17,82,81,1016.2,1011.7,NA,8,3.8,8.2,No,Yes
25/07/2016,WaggaWagga,3.8,10.8,6.8,3,NA,WNW,39,W,NW,20,26,82,83,1014.7,1013.8,8,3,7.8,10.1,Yes,Yes
26/07/2016,WaggaWagga,5,11.9,1.8,0.8,NA,WNW,39,WNW,NW,13,17,88,52,1018.5,1015.2,8,4,7.1,10.7,Yes,Yes
27/07/2016,WaggaWagga,7.1,11.7,5.4,2,NA,W,41,W,W,26,19,90,80,1014.3,1017.7,8,6,8.3,10.8,Yes,No
28/07/2016,WaggaWagga,3.2,10.5,1,1,NA,W,20,W,WNW,7,11,93,79,1028,1026.6,8,8,6.6,9.4,No,No
29/07/2016,WaggaWagga,6.6,10.5,0.8,0.8,NA,WSW,28,NW,WSW,7,20,97,75,1026.4,1023.6,8,8,7.8,9.5,No,No
30/07/2016,WaggaWagga,5.5,11.4,0,NA,NA,N,17,E,NNW,7,11,91,67,1025,1021.9,8,8,8.1,10.8,No,No
31/07/2016,WaggaWagga,4.1,15.7,0,NA,NA,E,19,ENE,NW,9,6,89,67,1020.4,1017.6,7,1,7.8,14.1,No,No
01/07/2016,Williamtown,4,17,0,2.6,NA,WNW,57,WNW,W,41,30,51,33,1016.6,1016.9,NA,1,13.3,16.3,No,No
02/07/2016,Williamtown,6.5,17.2,0,NA,NA,WNW,44,WNW,WNW,30,19,60,39,1026,1023.6,NA,NA,10.5,16.5,No,No
03/07/2016,Williamtown,3.8,16.8,0,NA,NA,NW,31,NW,NW,15,13,73,42,1027.2,1023.4,NA,NA,9.2,16.2,No,No
04/07/2016,Williamtown,1,17,0,9,NA,NW,22,NW,NNW,17,9,85,46,1021.9,1017.2,NA,2,7.5,16.6,No,Yes
05/07/2016,Williamtown,6,20,2.2,1,NA,NW,56,NW,NW,11,26,96,48,1012.8,1006.9,8,2,10.3,18.2,Yes,No
06/07/2016,Williamtown,9,15,0.2,4.2,NA,NW,91,NW,NW,50,54,52,53,1007.4,1004.5,NA,4,12.7,14.3,No,Yes
07/07/2016,Williamtown,11.8,17.4,2,NA,NA,SW,52,W,SW,19,28,92,89,1014.5,1015.2,8,8,14,15.4,Yes,Yes
08/07/2016,Williamtown,12.1,14.8,9.4,NA,NA,W,26,W,SW,13,9,97,94,1019.4,1018.2,8,8,12.7,14.5,Yes,Yes
09/07/2016,Williamtown,9.6,18.3,7.4,NA,NA,SW,33,W,SW,17,19,85,60,1022.9,1022,1,6,13.7,17.3,Yes,No
10/07/2016,Williamtown,6.9,18.9,0.2,NA,NA,NW,26,NW,SE,19,11,88,69,1025.2,1021.4,NA,5,11.5,17.7,No,No
11/07/2016,Williamtown,9,21,0,7.4,NA,NNE,22,NW,ENE,9,7,89,53,1016.5,1012.9,8,NA,12.7,21.2,No,No
12/07/2016,Williamtown,8,20,0,1.4,NA,WNW,76,NNW,WNW,15,37,75,32,1011.4,1009,NA,NA,17.2,19.3,No,No
13/07/2016,Williamtown,10,15,0,7,NA,NW,87,WNW,W,52,37,31,18,1019.2,1020,NA,NA,12,15.1,No,No
14/07/2016,Williamtown,3,15,0,6,NA,NW,41,NW,NW,24,26,54,22,1030.7,1027.2,NA,NA,8.4,14.9,No,No
15/07/2016,Williamtown,4,16,0,2,NA,WNW,33,WNW,WSW,24,9,54,46,1031.1,1027.8,NA,NA,8.7,15.7,No,No
16/07/2016,Williamtown,4.5,17.9,0,NA,NA,SSE,26,NW,SSW,17,7,68,93,1032.9,1030.2,8,8,10.1,14,No,Yes
17/07/2016,Williamtown,10.1,17.6,1.4,NA,NA,SE,17,W,S,7,7,99,94,1030.8,1027,8,8,13.4,16.6,Yes,No
18/07/2016,Williamtown,9,24,1,3,NA,NW,41,NW,WNW,15,24,97,45,1026.4,1021.1,8,NA,13.7,24.1,No,No
19/07/2016,Williamtown,10,25,0,3,NA,WNW,33,NW,WNW,9,15,83,53,1022.4,1019.8,8,7,15.7,23.7,No,Yes
20/07/2016,Williamtown,15,18,17.6,1,NA,WSW,30,NNE,SW,9,13,97,95,1019.4,1017.5,6,8,17.5,16.9,Yes,Yes
21/07/2016,Williamtown,14,19,11.2,1.6,NA,WNW,22,NW,NNW,17,9,88,74,1019.8,1016.4,8,8,16.1,18.1,Yes,No
22/07/2016,Williamtown,10,26,0,0.2,NA,NW,59,NW,NNW,20,24,88,46,1011.8,1004.2,NA,8,15.1,25.8,No,No
23/07/2016,Williamtown,15,18.9,0,NA,NA,WNW,91,WNW,WNW,41,61,34,26,1004.8,1004.8,NA,NA,17.8,17.7,No,No
24/07/2016,Williamtown,2.5,13.5,0,NA,NA,WNW,39,NW,WNW,17,24,59,34,1016.7,1013.7,3,NA,8.8,11.7,No,No
25/07/2016,Williamtown,2,17,0,20,NA,WNW,70,NW,WNW,41,43,50,35,1014.6,1013,NA,NA,13.4,16.6,No,No
26/07/2016,Williamtown,10,19,0,6.6,NA,WNW,56,WNW,NW,33,35,43,32,1017.3,1014.3,NA,1,14.2,18.9,No,No
27/07/2016,Williamtown,6,19,0,4,NA,WNW,76,NW,WNW,24,37,54,34,1014.8,1014,NA,2,14.6,18.2,No,No
28/07/2016,Williamtown,6,18,0,5.8,NA,WNW,43,WNW,WNW,30,26,59,37,1024.9,1021.6,NA,NA,12.1,18,No,No
29/07/2016,Williamtown,6,18,0,4,NA,WNW,48,WNW,WNW,35,28,59,40,1023.6,1018.7,NA,NA,10.5,16.7,No,No
30/07/2016,Williamtown,6,19,0,10.4,NA,WNW,35,NW,S,28,17,61,52,1023.3,1020.4,NA,7,11.1,17.8,No,No
31/07/2016,Williamtown,5.5,22.2,0,NA,NA,WNW,52,WNW,W,20,13,73,39,1018.6,1015.7,NA,8,12.8,19.4,No,No
01/07/2016,Wollongong,9,15.8,0,NA,NA,WNW,61,WNW,SW,31,22,51,37,1014.1,1016,1,NA,11.6,15.6,No,No
02/07/2016,Wollongong,9.9,17.7,0,NA,NA,W,43,W,SSE,17,6,52,41,1025,1022.7,NA,3,12.6,16.9,No,No
03/07/2016,Wollongong,8.9,18.4,0,NA,NA,NW,30,W,NNW,15,13,51,37,1025.6,1021.7,NA,NA,12.9,17.7,No,No
04/07/2016,Wollongong,7.5,16.7,0,NA,NA,NE,20,NA,NE,0,7,64,54,1019.8,1016.1,NA,3,12.5,15.3,No,Yes
05/07/2016,Wollongong,10.4,17.6,7.6,NA,NA,WNW,59,WSW,NNW,9,19,92,66,1011.4,1005.7,8,7,10.9,16.8,Yes,No
06/07/2016,Wollongong,10.9,16.8,0.4,NA,NA,WNW,70,W,W,33,31,54,59,1002.5,1002.7,2,6,13.8,14.8,No,Yes
07/07/2016,Wollongong,13.3,15.8,30,NA,NA,S,80,SW,SW,22,24,96,90,1016.2,1017.3,8,8,14,14.5,Yes,Yes
08/07/2016,Wollongong,12.6,16.3,37.4,NA,NA,SSW,41,SW,SE,17,24,87,81,1020.3,1018.8,6,8,14,15.8,Yes,Yes
09/07/2016,Wollongong,10.3,16.9,3.2,NA,NA,S,31,SW,SSE,13,15,76,65,1023.5,1022.4,2,4,13,16.3,Yes,No
10/07/2016,Wollongong,10.8,17.3,0,NA,NA,NNW,39,WNW,NE,9,13,84,79,1025.2,1020.8,8,8,13.3,16,No,No
11/07/2016,Wollongong,13.3,20.1,0,NA,NA,NW,63,N,NW,24,37,73,52,1013.7,1008,7,5,15.1,19.6,No,No
12/07/2016,Wollongong,10.9,19.5,0,NA,NA,NW,65,NW,NW,35,33,45,27,1008,1006.1,NA,NA,15.2,18.1,No,No
13/07/2016,Wollongong,8.9,12.9,0,NA,NA,WNW,98,WNW,W,43,28,42,33,1015.1,1018.4,NA,NA,9.9,12,No,No
14/07/2016,Wollongong,7.8,16.3,0,NA,NA,W,48,W,WNW,19,15,49,31,1028,1024.7,NA,NA,10.5,15.8,No,No
15/07/2016,Wollongong,8.9,16.8,0,NA,NA,WSW,37,W,SSE,9,17,46,37,1029.3,1027.3,NA,NA,12.7,16.3,No,No
16/07/2016,Wollongong,9,17.1,0,NA,NA,SSE,22,SW,SE,7,9,73,69,1033.4,1030.3,NA,NA,14.7,16.6,No,No
17/07/2016,Wollongong,13.3,19.3,0,NA,NA,N,35,NW,N,6,17,78,68,1030.7,1026.3,7,7,16.7,18.7,No,No
18/07/2016,Wollongong,12.1,24,0,NA,NA,N,43,NW,NNW,7,11,66,47,1023.6,1018.9,NA,NA,16.4,23.4,No,No
19/07/2016,Wollongong,16.4,21.9,0,NA,NA,S,33,WSW,ENE,9,7,59,79,1021.1,1019.1,7,7,20.8,20.1,No,Yes
20/07/2016,Wollongong,15.5,16.3,10,NA,NA,SSW,46,SW,SW,13,13,95,92,1020.9,1018.7,8,8,15.8,15.8,Yes,Yes
21/07/2016,Wollongong,13.9,17.9,9.8,NA,NA,SSW,39,SW,SE,15,2,89,87,1019.9,1015.5,8,8,15.3,16.9,Yes,No
22/07/2016,Wollongong,14.6,25.3,0.4,NA,NA,NW,80,N,NW,20,43,72,43,1007.5,999.3,NA,NA,17.5,25,No,Yes
23/07/2016,Wollongong,12.7,16.2,9.2,NA,NA,W,74,W,W,30,31,40,35,1002.1,1003.8,NA,NA,13.6,15.4,Yes,No
24/07/2016,Wollongong,7.6,14.5,0,NA,NA,W,33,W,W,17,22,45,33,1014.7,1011.7,3,NA,10.2,13.7,No,No
25/07/2016,Wollongong,8.4,16.7,0,NA,NA,NW,67,SW,W,9,13,51,37,1010.9,1010.9,NA,NA,12.9,15.8,No,No
26/07/2016,Wollongong,7.8,18.6,0,NA,NA,NE,35,W,NE,4,20,49,54,1014.2,1012.9,NA,NA,14.7,16.5,No,No
27/07/2016,Wollongong,9.8,17.3,0,NA,NA,NW,65,NW,WNW,13,35,47,40,1011.3,1012.3,NA,NA,15.3,16.7,No,No
28/07/2016,Wollongong,10,19.1,0,NA,NA,WSW,43,W,WSW,13,19,46,42,1023.4,1020.3,NA,NA,14.2,17.8,No,No
29/07/2016,Wollongong,7.5,18.7,0,NA,NA,W,46,NNW,W,13,19,55,40,1021.6,1017.6,NA,NA,12.8,17.4,No,No
30/07/2016,Wollongong,11,16.8,0,NA,NA,NNW,33,SW,ESE,13,7,52,52,1022.7,1019.9,NA,NA,15.2,16.1,No,No
31/07/2016,Wollongong,12.2,18.1,0,NA,NA,NW,39,NW,NE,19,13,56,55,1017.3,1014.6,8,4,14.2,17.4,No,No
01/07/2016,Canberra,-0.4,11.6,1,NA,NA,NW,48,NNW,NNW,17,20,79,60,1016.4,1018.5,NA,2,5.7,10.5,No,No
02/07/2016,Canberra,-3.8,13.3,0.2,NA,NA,WNW,35,NA,WNW,0,20,91,49,1027.4,1024.4,NA,NA,1.4,12.6,No,No
03/07/2016,Canberra,-5.2,12.9,0,NA,NA,NNW,35,NW,NNW,7,20,95,56,1027.5,1023.4,NA,NA,0.2,12.5,No,No
04/07/2016,Canberra,-2.4,8.4,0,NA,NA,N,17,SSE,NNE,7,7,99,74,1021.3,1017.5,8,8,2.5,8.1,No,Yes
05/07/2016,Canberra,0.3,8,4.8,NA,NA,NW,35,ESE,SSW,9,7,99,97,1012.4,1007.7,8,8,4.6,7.9,Yes,Yes
06/07/2016,Canberra,4.4,11.3,18,NA,NA,NW,39,WNW,N,22,9,90,84,1006.3,1006.9,7,8,6.2,9.5,Yes,No
07/07/2016,Canberra,6.2,14.6,0.4,NA,NA,S,41,S,SSW,15,19,77,54,1020,1019.8,3,5,11.3,14.6,No,No
08/07/2016,Canberra,2.8,13.2,0,NA,NA,SSW,19,SSE,SE,7,13,88,73,1022.5,1020.3,8,8,7.8,12.2,No,No
09/07/2016,Canberra,3.6,13.1,1,NA,NA,W,17,NA,N,0,13,92,69,1025.7,1023.7,8,6,8.1,11.9,No,No
10/07/2016,Canberra,1.9,13.8,0,NA,NA,NNE,24,ESE,NNE,7,13,87,62,1026.2,1021,7,5,8.4,13,No,Yes
11/07/2016,Canberra,7.8,13.4,9.8,NA,NA,NW,50,N,NW,19,35,88,71,1014.3,1010.2,8,1,9.8,13,Yes,No
12/07/2016,Canberra,6.7,11.2,0.8,NA,NA,NNW,91,NNW,NW,28,43,84,67,1010.8,1006,8,6,7.7,9.7,No,Yes
13/07/2016,Canberra,0.6,7.1,4.8,NA,NA,WNW,69,NW,WNW,31,20,83,56,1016.8,1021.6,3,7,2.2,5.6,Yes,No
14/07/2016,Canberra,0.6,11.2,0,NA,NA,WNW,48,N,WNW,17,31,69,40,1030.1,1026.8,NA,NA,4.8,10.4,No,No
15/07/2016,Canberra,-3.1,13.1,0,NA,NA,N,30,SE,NW,9,4,82,41,1032,1028.7,NA,NA,1.8,12.7,No,No
16/07/2016,Canberra,-3,16.1,0.2,NA,NA,N,17,N,NNW,7,9,87,49,1034.7,1030.6,NA,NA,2.5,15.4,No,No
17/07/2016,Canberra,1.1,16.2,0,NA,NA,NW,22,S,WNW,6,15,99,54,1033.1,1028.3,8,NA,3.2,15.8,No,No
18/07/2016,Canberra,-1.8,17.6,0.2,NA,NA,NW,56,S,W,4,22,99,66,1026,1023.2,NA,3,6.7,16,No,Yes
19/07/2016,Canberra,6.7,18.8,2.6,NA,NA,NW,35,N,NNW,17,20,96,78,1023.8,1021.7,8,2,13.8,16.7,Yes,Yes
20/07/2016,Canberra,11.1,14.4,8.6,NA,NA,SW,20,ESE,NNE,9,11,99,79,1021.8,1021.8,8,7,11.8,14.1,Yes,No
21/07/2016,Canberra,8.5,14.9,0.2,NA,NA,NNW,24,SW,NW,6,7,97,76,1022.1,1017.4,8,8,10.1,13.7,No,No
22/07/2016,Canberra,9.6,16.9,0.6,NA,NA,NNW,78,NW,NNW,33,52,99,87,1008.5,999,8,8,13.7,16.3,No,Yes
23/07/2016,Canberra,4.7,10.4,3.6,NA,NA,WNW,76,NW,N,35,20,77,58,1002.5,1007.2,2,8,6.9,8,Yes,No
24/07/2016,Canberra,-2.2,8.4,0.2,NA,NA,W,48,NA,NNW,0,22,74,58,1016.2,1011.4,NA,7,3.8,7.6,No,Yes
25/07/2016,Canberra,3.2,10.9,8.4,NA,NA,NW,54,NW,NW,30,28,82,68,1012.4,1013,2,8,6.6,8.6,Yes,No
26/07/2016,Canberra,4.5,10.2,0.2,NA,NA,NW,65,NW,NW,30,30,71,54,1016.1,1013.6,NA,7,6.2,9.8,No,Yes
27/07/2016,Canberra,4.6,11.8,5.2,NA,NA,WNW,43,NNW,WNW,28,26,88,62,1012.3,1015.4,8,NA,7,11.4,Yes,No
28/07/2016,Canberra,1.4,12.6,0,NA,NA,WNW,41,N,WNW,15,26,78,52,1025.4,1023.3,NA,NA,6.1,12.3,No,No
29/07/2016,Canberra,-3.4,12.8,0.2,NA,NA,NW,41,ESE,NW,6,31,85,60,1024.3,1020.5,NA,NA,5,11.7,No,No
30/07/2016,Canberra,-1,11.9,0,NA,NA,NNW,26,N,N,6,15,99,61,1025.4,1021.2,8,NA,3.4,11.6,No,No
31/07/2016,Canberra,3.3,14.9,0,NA,NA,W,43,NW,NNW,20,20,76,65,1019,1017.4,NA,4,9.7,14,No,No
01/07/2016,Tuggeranong,0.2,12.7,1,NA,NA,W,39,NE,WNW,7,11,77,51,1016,1017.9,NA,NA,6,12,No,No
02/07/2016,Tuggeranong,-4,13.7,0,NA,NA,N,20,NA,N,0,13,92,49,1027.2,1023.9,NA,NA,1.8,12.9,No,No
03/07/2016,Tuggeranong,-5,12.9,0,NA,NA,NNW,17,NA,N,0,7,92,59,1027.3,1023.1,NA,NA,0.8,12,No,No
04/07/2016,Tuggeranong,-1.4,7,0,NA,NA,S,17,SSW,WSW,2,4,99,76,1021.1,1017.8,NA,NA,1.2,6.7,No,Yes
05/07/2016,Tuggeranong,0.3,7.2,3.8,NA,NA,NNW,24,NNW,SW,4,6,100,99,1012.1,1007.7,NA,NA,4,6.5,Yes,Yes
06/07/2016,Tuggeranong,3.9,12.2,10.8,NA,NA,SSE,54,NNW,NNE,11,6,86,79,1005.8,1006.5,NA,NA,7.2,11.1,Yes,Yes
07/07/2016,Tuggeranong,7.1,13.9,1.8,NA,NA,S,48,SSE,S,24,19,69,53,1019.9,1019.8,NA,NA,11.1,13.6,Yes,No
08/07/2016,Tuggeranong,7.2,11.3,0,NA,NA,SSE,24,SSE,S,11,13,75,80,1022.4,1020.4,NA,NA,8.5,10.6,No,No
09/07/2016,Tuggeranong,5.3,13.9,0.2,NA,NA,N,20,NA,N,0,9,95,59,1025.6,1023.5,NA,NA,7.6,13.5,No,No
10/07/2016,Tuggeranong,6.8,13.2,0,NA,NA,NE,20,SE,NNE,2,11,83,62,1026,1020.7,NA,NA,8.8,12.8,No,Yes
11/07/2016,Tuggeranong,8.5,13.7,11.2,NA,NA,NNW,31,NNE,NW,13,17,96,63,1013.9,1009.6,NA,NA,9.1,13.3,Yes,No
12/07/2016,Tuggeranong,6.4,10.7,0,NA,NA,W,78,N,NW,11,22,81,65,1010.1,1005.5,NA,NA,8.3,9.6,No,Yes
13/07/2016,Tuggeranong,1.2,6.2,3.2,NA,NA,WNW,61,WNW,W,22,24,65,53,1015.9,1020.2,NA,NA,3.4,5.3,Yes,No
14/07/2016,Tuggeranong,-2.4,11.9,0,NA,NA,WNW,33,ENE,W,11,17,79,33,1029.5,1026.1,NA,NA,3.5,11.6,No,No
15/07/2016,Tuggeranong,-5,13.2,0,NA,NA,WSW,15,NA,W,0,6,89,41,1031.7,1028.5,NA,NA,0.3,12.8,No,No
16/07/2016,Tuggeranong,-2.8,15.4,0,NA,NA,SW,13,WNW,NNE,2,9,89,45,1034.5,1030.4,NA,NA,2.4,14.7,No,No
17/07/2016,Tuggeranong,-1.2,16,0.2,NA,NA,N,20,NA,N,0,13,99,58,1033,1028,NA,NA,2.4,15.7,No,No
18/07/2016,Tuggeranong,-0.1,17.2,0.2,NA,NA,NW,50,NA,NW,0,19,99,65,1026,1022.8,NA,NA,2.5,15.5,No,Yes
19/07/2016,Tuggeranong,2.5,18.7,1.6,NA,NA,WNW,30,N,WNW,9,13,100,63,1023.5,1021.2,NA,NA,13,18.5,Yes,Yes
20/07/2016,Tuggeranong,9.8,14.9,6.8,NA,NA,SW,17,WSW,NNW,2,6,100,78,1022.3,1021.5,NA,NA,10.3,14.5,Yes,No
21/07/2016,Tuggeranong,8.7,14.5,0,NA,NA,NNE,15,WSW,NNE,2,7,93,78,1021.8,1017.2,NA,NA,10.6,13.1,No,No
22/07/2016,Tuggeranong,7.7,16.8,0.2,NA,NA,NW,67,NNW,NNW,20,19,93,87,1008,998.4,NA,NA,14.2,15.8,No,Yes
23/07/2016,Tuggeranong,4.7,10.7,11.4,NA,NA,W,85,WNW,W,24,22,74,56,1001.9,1006.4,NA,NA,6.7,8.1,Yes,No
24/07/2016,Tuggeranong,-2.2,8.6,0,NA,NA,NW,31,NNE,NW,9,15,78,53,1015.9,1011,NA,NA,2.9,7.2,No,Yes
25/07/2016,Tuggeranong,2.9,10.1,7.6,NA,NA,NW,44,NW,WNW,15,22,77,64,1011.7,1012.5,NA,NA,6.2,8.3,Yes,No
26/07/2016,Tuggeranong,4.7,9.9,0.4,NA,NA,NW,44,NW,WNW,19,24,59,50,1016.1,1012.9,NA,NA,6.4,8.8,No,Yes
27/07/2016,Tuggeranong,4.3,11.7,3.6,NA,NA,WNW,35,NW,NNW,6,15,88,60,1012,1014.8,NA,NA,6.7,10.6,Yes,No
28/07/2016,Tuggeranong,-1.6,13.6,0.4,NA,NA,WSW,35,NA,W,0,17,82,43,1025.3,1022.7,NA,NA,4.6,13.1,No,No
29/07/2016,Tuggeranong,-4.2,13.7,0,NA,NA,NW,31,NA,NNW,0,15,90,57,1024.3,1019.7,NA,NA,2.4,11.9,No,No
30/07/2016,Tuggeranong,0.7,11.2,0,NA,NA,NNE,19,NA,N,0,11,99,65,1025.1,1021,NA,NA,3.5,10.5,No,No
31/07/2016,Tuggeranong,3.5,15,0,NA,NA,NW,37,NNW,NNW,11,17,66,58,1018.4,1016.9,NA,NA,10.2,13.8,No,No
01/07/2016,MountGinini,-4.2,-0.1,11.2,NA,NA,S,43,SW,SSW,9,15,98,99,NA,NA,NA,NA,-3.7,-0.5,Yes,No
02/07/2016,MountGinini,-3.8,2.9,0.2,NA,NA,SW,50,SSW,SW,24,28,98,98,NA,NA,NA,NA,-1.3,-0.6,No,No
03/07/2016,MountGinini,-3.7,5.4,0,NA,NA,SW,35,WSW,WSW,17,17,38,90,NA,NA,NA,NA,2.6,2.5,No,No
04/07/2016,MountGinini,-1.6,7.1,0,NA,NA,NW,37,W,WNW,11,13,23,31,NA,NA,NA,NA,5.4,5.4,No,Yes
05/07/2016,MountGinini,-0.3,0.4,2.6,NA,NA,NW,39,ENE,WNW,17,4,100,100,NA,NA,NA,NA,0.1,0.3,Yes,Yes
06/07/2016,MountGinini,-2.3,3.8,16.2,NA,NA,SSE,57,SW,S,19,30,100,100,NA,NA,NA,NA,-1,3,Yes,Yes
07/07/2016,MountGinini,-1.1,2.9,3.4,NA,NA,SSE,56,SE,ESE,13,9,100,99,NA,NA,NA,NA,1.1,2.6,Yes,No
08/07/2016,MountGinini,-0.1,3.2,0.6,NA,NA,E,33,E,E,19,11,100,100,NA,NA,NA,NA,1.3,2.2,No,Yes
09/07/2016,MountGinini,0.7,5.7,3,NA,NA,E,17,WNW,NE,4,2,100,100,NA,NA,NA,NA,2.3,2.8,Yes,Yes
10/07/2016,MountGinini,0.1,1.9,1.2,NA,NA,N,52,N,NNE,6,13,100,100,NA,NA,NA,NA,0.8,1.4,Yes,Yes
11/07/2016,MountGinini,0,2.6,12.2,NA,NA,NW,78,NNW,WNW,31,20,100,100,NA,NA,NA,NA,1.8,1.6,Yes,Yes
12/07/2016,MountGinini,-0.9,-0.5,2.6,NA,NA,W,89,NW,WNW,19,35,100,100,NA,NA,NA,NA,-0.8,-1,Yes,Yes
13/07/2016,MountGinini,-7.5,-4.8,5.6,NA,NA,WSW,74,WSW,WSW,24,17,97,98,NA,NA,NA,NA,-7.2,-5.4,Yes,No
14/07/2016,MountGinini,-7.3,3.2,1,NA,NA,SW,61,SW,SW,22,22,98,100,NA,NA,NA,NA,-5.6,-2.6,No,No
15/07/2016,MountGinini,-5.6,8.2,0.2,NA,NA,SSW,52,ESE,SSE,6,6,44,63,NA,NA,NA,NA,2.8,5.9,No,Yes
